brand_Name,model_name,discounted_price,original_price,discount_percentage,discount_off,rating,total_reviews
V-Mart,Men Mid-Rise Heavy Fade Jeans,599,0,0,0,3.8,173
V-Mart,Men Mid-Rise Cotton Jeans,999,0,0,0,3.8,429
V-Mart,Men Mid-Rise Light Fade Jeans,599,0,0,0,3.7,79
V-Mart,Men Light Fade Jeans,899,0,0,0,3.9,259
V-Mart,Men Slim Fit Mid-Rise Jeans,599,0,0,0,4.2,6
V-Mart,Men Light Fade Cotton Jeans,799,0,0,0,4.2,78
V-Mart,Men Mid-Rise Cotton Jeans,999,0,0,0,3.8,1200
V-Mart,Men Regular Fit Cotton  Jeans,599,0,0,0,3.8,6
V-Mart,Men Clean Look Jeans,999,0,0,0,3.2,16
V-Mart,Men Slim Fit Cotton Jeans,999,0,0,0,3.6,1600
V-Mart,Men Mid-Rise Clean Look Jeans,599,0,0,0,3.8,2600
V-Mart,Men Clean Look Cotton Jeans,999,0,0,0,3.9,1100
V-Mart,Men Mid-Rise Cotton Jeans,999,0,0,0,0,0
V-Mart,Men Super Skinny Fit Jeans,999,0,0,0,0,0
V-Mart,Men Stretchable Jeans,899,0,0,0,0,0
V-Mart,Men Clean Look Slim Fit Jeans,599,0,0,0,0,0
V-Mart,Men Clean Look Jeans,999,0,0,0,0,0
V-Mart,Men Mid-Rise Slim Fit Jeans,999,0,0,0,0,0
V-Mart,Men Slim Fit Jeans,999,0,0,0,4.1,11
V-Mart,Men Mid-Rise Slim Fit Jeans,999,0,0,0,3.8,421
V-Mart,Men Slim Fit Jeans,899,0,0,0,3.9,303
V-Mart,Men Light Fade Jeans,999,0,0,0,3.7,90
V-Mart,Men Regular Fit Cotton Jeans,899,0,0,0,4,158
V-Mart,Men Clean Look Jeans,999,0,0,0,4,249
V-Mart,Men Slim Fit Cotton Jeans,899,0,0,0,3.7,832
V-Mart,Men Heavy Fade Jeans,999,0,0,0,3.9,238
V-Mart,Men Slim Fit Cotton Jeans,599,0,0,0,4.1,22
V-Mart,Men Mid-Rise Heavy Fade Jeans,999,0,0,0,4,5
V-Mart,Men Regular Fit Cotton Jeans,899,0,0,0,3.8,132
V-Mart,Men Mid-Rise Slim Fit Jeans,1049,0,0,0,4.2,67
V-Mart,Men Clean Look Cotton Jeans,999,0,0,0,3.6,1400
V-Mart,Men Slim Fit Cotton Jeans,1049,0,0,0,0,0
V-Mart,Men Cotton Jeans,999,0,0,0,0,0
V-Mart,Men Slim Fit Heavy Fade Jeans,899,0,0,0,0,0
V-Mart,Men Cotton Jeans,999,0,0,0,0,0
V-Mart,Men Slim Fit Jeans,999,0,0,0,0,0
V-Mart,Men Slim Fit Cotton Jeans,899,0,0,0,0,0
V-Mart,Men Cotton Jeans,899,0,0,0,0,0
V-Mart,Men Slim Fit Jeans,999,0,0,0,0,0
V-Mart,Men Mid-Rise Light Fade Jeans,799,0,0,0,0,0
V-Mart,Men Slim Fit Cotton Jeans,999,0,0,0,0,0
V-Mart,Men Slim Fit Jeans,999,0,0,0,0,0
V-Mart,Men Slim Fit Cotton Jeans,899,0,0,0,0,0
V-Mart,Men Slim Fit Cotton Jeans,999,0,0,0,3.6,21
V-Mart,Men Regular Fit Cotton Jeans,999,0,0,0,3.9,52
V-Mart,Men Cotton Jeans,999,0,0,0,4,160
V-Mart,Men Mid-Rise Slim Fit Jeans,999,0,0,0,4.2,51
V-Mart,Men Slim Fit Jeans,999,0,0,0,4,2700
V-Mart,Men Mid-Rise Slim Fit Jeans,999,0,0,0,3.8,24
V-Mart,Men Mid-Rise Heavy Fade Jeans,999,0,0,0,3.2,52
V-Mart,Men Slim Fit Cotton Jeans,899,0,0,0,4,27
V-Mart,Men Light Fade Jeans,999,0,0,0,3.1,35
V-Mart,Men Regular Fit Cotton Jeans,899,0,0,0,2.7,6
V-Mart,Men Slim Fit Jeans,585,750,22,0,3.2,5
V-Mart,Men Slim Fit Jeans,585,750,22,0,3.9,526
